,review,polarity,division
1489,baby like alexa much buy itshe enjoy,0.38,positive
2697,bad,-0.7,negative
4007,bad,-0.7,negative
3230,bad baf,-0.25,negative
1734,bad can not connect internet always bore product waana send back u,-0.5667,negative
2011,bad damage product receive cant able connect customer service,-0.205,negative
1890,bad device always play wrong song spotify really mess head,-0.4033,negative
603,bad didnt ply odia lovable song want dont buy product google home mini smart generation good,0.1786,positive
1467,bad experience,-0.7,negative
1925,bad not good,-0.63,negative
4139,bad product,-0.7,negative
2320,bad product doesnt listen command,-0.91,negative
1096,bad product mostly elexa not understand commanduseless software,-0.205,negative
3418,bad product not work properly,-0.455,negative
897,bad product worst product buy life worst dont youtube music itamazon spotify cant play good music youtube,-0.5525,negative
3886,bad productits not portable,-0.91,negative
2890,bad produt amazon,-0.91,negative
1305,bad quality alexa product like local speaker sound product light alsobad experience product,-0.0275,negative
2437,bad quality old send also make chaina,-0.39,negative
896,bad quality product supply highly disappoint time doesnt work poor connectivity also sound quality bad blurr bad quality products supply amazon,-0.3612,negative
2837,bad sound quality,-0.255,negative
1749,bad sound quality not adequate bass sound clarity poor,-0.1378,negative
875,bad speakers music quality terrible spy amazon supply behaviour voice data gigantic surveillance machine amazon,-0.85,negative
1597,badit stop work days want return but dont find option,0,neutral
3934,bakwas,0,neutral
3200,bakwas h ek number ki,0,neutral
4112,bass full sound,0.2,positive
2284,bass good small roomskills also powerfulvoice recognition standardall video,0.1,positive
1793,batary not charge felt give use product not new,-0.0682,negative
2829,battery,0,neutral
4046,battery inbuilt would much better,0.5,positive
3471,battery include hoti best hota,1,positive
4061,battery not avilable will purchase battery,0,neutral
3177,beautiful good sound quality,0.7,positive
2253,beautiful product,0.85,positive
3232,bed quality,0,neutral
497,begin amaze later im use music news nothing elseits quite handy if want know something quickly,0.3833,positive
816,begin could not connect phone echo dot put remark onlinereceived help call centrei connect echo dot successfully alexa blue tooth speakerit work fine,0.3889,positive
1941,bejos ki paidayish play well,0,neutral
818,believe need get better voice recognition accent india people cant say word clearly ai improve,0.3667,positive
2159,best,1,positive
2448,best,1,positive
2569,best,1,positive
2814,best,1,positive
2971,best,1,positive
3119,best,1,positive
3124,best,1,positive
3205,best,1,positive
3253,best,1,positive
3606,best,1,positive
3754,best,1,positive
3941,best,1,positive
4022,best,1,positive
3172,best ai device amazon,1,positive
3729,best ai device get,1,positive
336,best ai ever usedsound quality damn cooli order alexa hall bedroom yet listen dont judge big areamost favorite part order mom think waste money talk talk mei order alexa diwali sale receive along smart wifi bulb make interest look buy smart stuff connect alexa,0.3729,positive
1491,best amazon product nice easy use helpful,0.7378,positive
1766,best app,1,positive
1690,best awesome,1,positive
1984,best best price,1,positive
1942,best but google home better,0.75,positive
2211,best buy alexa best,1,positive
2465,best buy convert home smart home,0.6071,positive
473,best buy u try big size good good voice recognization best sound quality special featuresit smartand want long time next will buy echo dot generation,0.4307,positive
2134,best class go,1,positive
2563,best class nice responsive device build good speakers nice,0.77,positive
2881,best companion smart home,0.6071,positive
2381,best device,1,positive
1502,best device recognition voice perfect,0.625,positive
1328,best echo dot device compare previous gen devices voice clarity crisp loud recommend product,0.3146,positive
2827,best entertainment,1,positive
550,best experience alexaawesome sound qualitybest integrationbutno battery storage facilitieswhen off internet thing not integrate anything like time bluetooth connectionalarm if may possible get better experiencebut work goodbuild qulity awesomecommanding goodtotaly good experience,0.55,positive
2372,best fair price,0.85,positive
1999,best friend alexa,1,positive
2183,best friend alexagood clear voice keep talk response immediately,0.55,positive
4062,best gadget,1,positive
1089,best gadget india get colour tv,1,positive
2428,best gadget make smart home,0.6071,positive
4028,best good quality product,0.85,positive
99,best home usable device entertainment if think buy not im sure will get thrill enjoy buy also think but buy rs discount period wait buy go price rs belowcurrently rs but wait im sure will go down rs within month wait check regularly price product check daily atleast onceif think buy google home mini dont buy ive experience echo dot thousand time better google home mini dont recogine voice well cant perform ecommercial play game activities,0.3544,positive
2962,best market,1,positive
1325,best market family love play best kid fun operate,0.75,positive
2786,best n best,1,positive
2902,best one,1,positive
967,best part alexa hear low tone say alexa good go command never aspect type ai provide amazon happy purchase totally worth,0.6,positive
832,best part if connect home appliances kid enjoy lot,0.7,positive
1100,best price quite soothe voice listen but sometimes irritate lack information available,0.7,positive
1768,best product,1,positive
1889,best product,1,positive
3072,best product,1,positive
3311,best product,1,positive
3326,best product,1,positive
3334,best product,1,positive
3666,best product,1,positive
3675,best product,1,positive
1425,best product amazon,1,positive
1231,best product amazon home use childrens study purpose usage right direction will limitless possibility device,0.6429,positive
1612,best product awesome quality thank u amazonyou watch full review amazon echo dot generation smart speaker youtube channel techie akc bros detail visit youtube channel,0.6129,positive
2107,best product get amazon live echo dot really worth get offer smart bulp also love amazon,0.4301,positive
701,best product get year totally worth get amaze price amazon sale music news control smart home devices indeed best smart speaker market,0.5548,positive
